Words,Freq
乙,0.9403650550369236
 诺,0.9403650550369236
 水痘,0.9403650550369236
冠肺炎 ,0.9403650550369236
肠道,0.9403650550369236
病种,0.9403650550369236
中医药,0.9403650550369236
发热,0.9403650550369236
传染,0.9403650550369236
讲座 ,0.9403650550369236
流行学,0.9403650550369236
地方病,0.9403650550369236
样本,0.9403650550369236
防治所,0.9403650550369236
实验室 ,0.9403650550369236
SARS,0.9403650550369236
障碍,0.9403650550369236
流调,0.9403650550369236
准,0.9403650550369236
危重症,0.9403650550369236
判,0.9403650550369236
 肺结核,0.9403650550369236
流行区,0.9403650550369236
法治,0.9403650550369236
流感 ,0.9403650550369236
 禽流感,0.9403650550369236
新冠  ,0.9403650550369236
遗传学,0.9403650550369236
鼠疫 ,0.9403650550369236
畏寒 ,0.9403650550369236
免疫,0.9403650550369236
复课,0.9403650550369236
5月 ,0.9403650550369236
医生云,0.9403650550369236
新法,0.9403650550369236
议院,0.9403650550369236
肺结核,0.9403650550369236
 炭疽,0.9403650550369236
司法厅,0.9403650550369236
潜伏期,0.9403650550369236
防疫法,0.9403650550369236
病死率,0.9403650550369236
猫瘟,0.9403650550369236
医学院,0.9403650550369236
宿主,0.9403650550369236
禁毒,0.9403650550369236
中小,0.9403650550369236
传染病学,0.9403650550369236
异常,0.9403650550369236
口罩 ,0.9403650550369236
感冒 ,0.9403650550369236
道传,0.9403650550369236
暮春,0.9403650550369236
流行病,0.9403650550369236
体育局,0.9403650550369236
甲,0.9403650550369236
消毒,0.9403650550369236
流行性,0.9403650550369236
唾液,0.9403650550369236
机关 ,0.9403650550369236
大礼堂,0.9403650550369236
任主任,0.9403650550369236
脊灰,0.9403650550369236
共同体,0.9403650550369236
孩子们,0.9403650550369236
德阳,0.9403650550369236
卫健委 ,0.9403650550369236
空间站,0.9403650550369236
基因组,0.9403650550369236
重症,0.9403650550369236
标兵,0.9403650550369236
天花 ,0.9403650550369236
 艾滋病,0.9403650550369236
肺炎 ,0.9403650550369236
蚊媒,0.9403650550369236
诊治,0.9403650550369236
H1N1,0.9403650550369236
乙肝,0.9403650550369236
死亡数,0.9403650550369236
梅毒 ,0.9403650550369236
肺结核 ,0.9403650550369236
美容,0.9403650550369236
过敏症,0.9403650550369236
协同 ,0.9403650550369236
计生,0.9403650550369236
梅毒,0.9403650550369236
低热 ,0.9403650550369236
学分会,0.9403650550369236
医学会,0.9403650550369236
感染科,0.9403650550369236
质控,0.9403650550369236
小儿,0.9403650550369236
结核 ,0.9403650550369236
手足,0.9403650550369236
臀口处,0.9403650550369236
检疫,0.9403650550369236
轻型,0.9403650550369236
发病 ,0.9403650550369236
出疹,0.9403650550369236
斑丘疹 ,0.9403650550369236
口腔 ,0.9403650550369236
手足处,0.9403650550369236
疟,0.9403650550369236
重症 ,0.9403650550369236
预言 ,0.9403650550369236
灾难片,0.9403650550369236
评论家,0.9403650550369236
讲坛 ,0.9403650550369236
预言,0.9403650550369236
进出境,0.9403650550369236
纵横 ,0.9403650550369236
证词,0.9403650550369236
出汗  ,0.9403650550369236
提案 ,0.9403650550369236
肾脏病,0.9403650550369236
总医院,0.9403650550369236
 JAM,0.9403650550369236
 持久性,0.9403650550369236
细化 ,0.9403650550369236
医疗机,0.9403650550369236
接触者,0.9403650550369236
完善 ,0.9403650550369236
传染 ,0.9403650550369236
专条,0.9403650550369236
传染病学家,0.9403650550369236
发冷 ,0.9403650550369236
兄弟 ,0.9403650550369236
烈性,0.9403650550369236
黑死病 ,0.9403650550369236
止境,0.9403650550369236
征收,0.9403650550369236
审视 ,0.9403650550369236
征用,0.9403650550369236
感染率,0.9403650550369236
大局,0.9403650550369236
角度 ,0.9403650550369236
武汉人,0.9403650550369236
外省,0.9403650550369236
种族,0.9403650550369236
人类史,0.9403650550369236
手术室,0.9403650550369236
床位,0.9403650550369236
监护,0.9403650550369236
外膜,0.9403650550369236
肺氧合 ,0.9403650550369236
权力,0.9403650550369236
ECMO  ,0.9403650550369236
负压,0.9403650550369236
 毒力,0.9403650550369236
叮咬,0.9403650550369236
蚊,0.9403650550369236
肺结核  ,0.9403650550369236
98 35  ,0.9403650550369236
艾滋病 ,0.9403650550369236
 淋病 ,0.9403650550369236
 梅毒 肺结核,0.9403650550369236
P3,0.9403650550369236
有效率,0.9403650550369236
免疫  ,0.9403650550369236
 大考,0.9403650550369236
草案 ,0.9403650550369236
视点 ,0.9403650550369236
直报,0.9403650550369236
皮肤病 ,0.9403650550369236
根除,0.9403650550369236
 天花,0.9403650550369236
主导,0.9403650550369236
大讲坛 ,0.9403650550369236
 军方 ,0.9403650550369236
印度人,0.9403650550369236
福利部,0.9403650550369236
狂犬病 ,0.9403650550369236
感染 ,0.9403650550369236
人兽,0.9403650550369236
黏膜,0.9403650550369236
潜伏期 ,0.9403650550369236
 厅,0.9403650550369236
 厅长,0.9403650550369236
短短,0.9403650550369236
刑 ,0.9403650550369236
位,0.9403650550369236
主办方,0.9403650550369236
 各地,0.9403650550369236
 白喉,0.9403650550369236
 痢疾,0.9403650550369236
麻疹 ,0.9403650550369236
伤寒,0.9403650550369236
帽子 ,0.9403650550369236
隔离衣,0.9403650550369236
接种率,0.9403650550369236
战时,0.9403650550369236
 人毒,0.9403650550369236
建国,0.9403650550369236
 传染病,0.9403650550369236
必要性,0.9403650550369236
委托 ,0.9403650550369236
出血热 ,0.9403650550369236
霍乱 黄热病,0.9403650550369236
 寨卡,0.9403650550369236
基孔肯雅热,0.9403650550369236
病毒病,0.9403650550369236
入境,0.9403650550369236
海关,0.9403650550369236
 婴,0.9403650550369236
肝炎 ,0.9403650550369236
进步奖,0.9403650550369236
白衣,0.9403650550369236
天使,0.9403650550369236
巾帼,0.9403650550369236
建功,0.9403650550369236
精武,0.9403650550369236
夜班 ,0.9403650550369236
功,0.9403650550369236
奖章,0.9403650550369236
重大办,0.9403650550369236
副,0.9403650550369236
成文,0.9403650550369236
组配,0.9403650550369236
艺厅,0.9403650550369236
教体,0.9403650550369236
 猩红热 ,0.9403650550369236
淋病,0.9403650550369236
开学季,0.9403650550369236
 学生,0.9403650550369236
教委 ,0.9403650550369236
居室,0.9403650550369236
秋冬季,0.9403650550369236
 内科,0.9403650550369236
病原菌 ,0.9403650550369236
统计学,0.9403650550369236
 机房,0.9403650550369236
 教室,0.9403650550369236
繁殖,0.9403650550369236
减少,0.9403650550369236
 SARS  人,0.9403650550369236
 风疹,0.9403650550369236
脑膜炎 ,0.9403650550369236
 肺炎 ,0.9403650550369236
国界,0.9403650550369236
影响国,0.9403650550369236
肺炭疽,0.9403650550369236
酸痛,0.9403650550369236
关节,0.9403650550369236
肌肉,0.9403650550369236
头痛,0.9403650550369236
病急 ,0.9403650550369236
 MERS ,0.9403650550369236
H7N9,0.9403650550369236
特等,0.9403650550369236
蚊 蝇,0.9403650550369236
病人 ,0.9403650550369236
染病,0.9403650550369236
 将士,0.9403650550369236
总干事,0.9403650550369236
死亡人,0.9403650550369236
流行 10 ,0.9403650550369236
 长三角,0.9403650550369236
 可,0.9403650550369236
血管,0.9403650550369236
生化,0.9403650550369236
总医官,0.9403650550369236
留验 隔离 ,0.9403650550369236
放行,0.9403650550369236
留检,0.9403650550369236
脑,0.9403650550369236
医学家,0.9403650550369236
亮点,0.9403650550369236
专项 ,0.9403650550369236
外衣,0.9403650550369236
登革热,0.9403650550369236
蠕虫,0.9403650550369236
百日咳,0.9403650550369236
 麻疹 ,0.9403650550369236
中毒,0.9403650550369236
 蚊媒,0.9403650550369236
 coli,0.9403650550369236
 epidemiology,0.9403650550369236
 associations,0.9403650550369236
项目组,0.9403650550369236
保护主义,0.9403650550369236
方便,0.9403650550369236
散播,0.9403650550369236
传染病法,0.9403650550369236
外科,0.9403650550369236
诞辰,0.9403650550369236
   肺结核 ,0.9403650550369236
鬼门关,0.9403650550369236
患病 ,0.9403650550369236
疗法 ,0.9403650550369236
瞒报 ,0.9403650550369236
主任医师,0.9403650550369236
地坛,0.9403650550369236
追疫人,0.9403650550369236
喷嚏声,0.9403650550369236
音频,0.9403650550369236
气,0.9403650550369236
隔离区,0.9403650550369236
宾,0.9403650550369236
景象 ,0.9403650550369236
修订 ,0.9403650550369236
适用,0.9403650550369236
认识,0.9403650550369236
沿革,0.9403650550369236
妨害,0.9403650550369236
争议 ,0.9403650550369236
套包 ,0.9403650550369236
 防控,0.9403650550369236
季节性,0.9403650550369236
 病人,0.9403650550369236
病例 ,0.9403650550369236
单价,0.9403650550369236
发达 ,0.9403650550369236
组织制,0.9403650550369236
 四早 ,0.9403650550369236
耗材,0.9403650550369236
瘟疫,0.9403650550369236
副主任医师,0.9403650550369236
同时 ,0.9403650550369236
领悟,0.9403650550369236
传染病科,0.9403650550369236
记者 ,0.9403650550369236
 病毒,0.9403650550369236
 传染,0.9403650550369236
拘役 ,0.9403650550369236
复杂,0.9403650550369236
人性,0.9403650550369236
渺小,0.9403650550369236
灾难片 ,0.9403650550369236
自保 ,0.9403650550369236
要员,0.9403650550369236
国难财 ,0.9403650550369236
乘机,0.9403650550369236
公知,0.9403650550369236
318  ,0.9403650550369236
问 ,0.9403650550369236
曲线  ,0.9403650550369236
 根,0.9403650550369236
律师团,0.9403650550369236
修脚店,0.9403650550369236
器械,0.9403650550369236
修脚,0.9403650550369236
打耳洞,0.9403650550369236
纹眉 ,0.9403650550369236
纹身 ,0.9403650550369236
母婴,0.9403650550369236
血液,0.9403650550369236
艾滋 ,0.9403650550369236
 附,0.9403650550369236
 宗教,0.9403650550369236
兴旺,0.9403650550369236
调集,0.9403650550369236
义务 ,0.9403650550369236
开幕 ,0.9403650550369236
丙肝,0.9403650550369236
疾控局,0.9403650550369236
传染病区,0.9403650550369236
平房 ,0.9403650550369236
院落,0.9403650550369236
弯 ,0.9403650550369236
哲学,0.9403650550369236
卫生服,0.9403650550369236
乙肝 ,0.9403650550369236
95 81  ,0.9403650550369236
淋病 ,0.9403650550369236
 乙肝 ,0.9403650550369236
痢疾 ,0.9403650550369236
 布病,0.9403650550369236
甲类,0.9403650550369236
 丙类,0.9403650550369236
 麻疹,0.9403650550369236
保健,0.9403650550369236
身心,0.9403650550369236
春游,0.9403650550369236
保护率,0.9403650550369236
 经验,0.9403650550369236
班  ,0.9403650550369236
保费,0.9403650550369236
宫颈,0.9403650550369236
宫颈癌,0.9403650550369236
遗传病,0.9403650550369236
安全法,0.9403650550369236
过敏,0.9403650550369236
变异株,0.9403650550369236
数,0.9403650550369236
预防所,0.9403650550369236
长假,0.9403650550369236
116 ,0.9403650550369236
 科兴,0.9403650550369236
习俗,0.9403650550369236
 猪肉,0.9403650550369236
禁忌,0.9403650550369236
着地,0.9403650550369236
电掣,0.9403650550369236
噪音,0.9403650550369236
鼾声,0.9403650550369236
一室 ,0.9403650550369236
失眠,0.9403650550369236
 如,0.9403650550369236
用具,0.9403650550369236
疱疹液,0.9403650550369236
水痘 ,0.9403650550369236
猫瘟 ,0.9403650550369236
小说法,0.9403650550369236
 粪便 ,0.9403650550369236
出台 ,0.9403650550369236
食用,0.9403650550369236
野味,0.9403650550369236
儿科,0.9403650550369236
 流感 ,0.9403650550369236
家长们,0.9403650550369236
复苏 ,0.9403650550369236
万物,0.9403650550369236
词  ,0.9403650550369236
 文  号   ,0.9403650550369236
废止,0.9403650550369236
 04 19  ,0.9403650550369236
 04 19 名  称  ,0.9403650550369236
点火 ,0.9403650550369236
 生成,0.9403650550369236
会区,0.9403650550369236
甲烷 液,0.9403650550369236
 氢气 ,0.9403650550369236
 炭疽杆菌,0.9403650550369236
盐酸,0.9403650550369236
 硫酸 ,0.9403650550369236
氰化物,0.9403650550369236
爆竹 ,0.9403650550369236
 烟花,0.9403650550369236
主讲人,0.9403650550369236
 疱疹液,0.9403650550369236
 粪便,0.9403650550369236
讲堂 ,0.9403650550369236
讲堂,0.9403650550369236
华诞 ,0.9403650550369236
 花,0.9403650550369236
恶习,0.9403650550369236
体寒,0.9403650550369236
身边人,0.9403650550369236
大夫,0.9403650550369236
全家,0.9403650550369236
易,0.9403650550369236
玩具 ,0.9403650550369236
毛巾 ,0.9403650550369236
起爆,0.9403650550369236
导火索,0.9403650550369236
出没,0.9403650550369236
涮羊肉,0.9403650550369236
涮羊肉 ,0.9403650550369236
使徒,0.9403650550369236
使徒 ,0.9403650550369236
冒险家,0.9403650550369236
 水疱,0.9403650550369236
粘膜,0.9403650550369236
 1,0.9403650550369236
交替,0.9403650550369236
雷管 ,0.9403650550369236
本法,0.9403650550369236
检疫 ,0.9403650550369236
稿约,0.9403650550369236
竞合,0.9403650550369236
 烫,0.9403650550369236
嚼劲,0.9403650550369236
就医 ,0.9403650550369236
分泌物,0.9403650550369236
表  1 ,0.9403650550369236
考勤,0.9403650550369236
 动植物,0.9403650550369236
班会,0.9403650550369236
学区,0.9403650550369236
初中生,0.9403650550369236
老区,0.9403650550369236
对症,0.9403650550369236
头痛 肌痛,0.9403650550369236
衣原体,0.9403650550369236
支原体,0.9403650550369236
 病毒 ,0.9403650550369236
 咽喉,0.9403650550369236
气管,0.9403650550369236
鼻腔 ,0.9403650550369236
胶东,0.9403650550369236
开学,0.9403650550369236
变更,0.9403650550369236
 暖心,0.9403650550369236
洗手 ,0.9403650550369236
佩戴,0.9403650550369236
 金,0.9403650550369236
蜱种,0.9403650550369236
蜱媒,0.9403650550369236
蜱,0.9403650550369236
药效,0.9403650550369236
消媒所,0.9403650550369236
媒介室,0.9403650550369236
控制所,0.9403650550369236
结核,0.9403650550369236
普及 ,0.9403650550369236
健康局,0.9403650550369236
 法宝  ,0.9403650550369236
喷嚏 ,0.9403650550369236
流行季,0.9403650550369236
测序 ,0.9403650550369236
职业病,0.9403650550369236
合同法,0.9403650550369236
劳动法 ,0.9403650550369236
生产法,0.9403650550369236
 保健,0.9403650550369236
校医,0.9403650550369236
近视,0.9403650550369236
 肺结核 ,0.9403650550369236
勤,0.9403650550369236
 精准,0.9403650550369236
子预案,0.9403650550369236
消毒所,0.9403650550369236
细菌病,0.9403650550369236
目标值,0.9403650550369236
规划署,0.9403650550369236
集散,0.9403650550369236
腮腺炎 ,0.9403650550369236
最高峰 ,0.9403650550369236
宪法,0.9403650550369236
普法,0.9403650550369236
个人篇,0.9403650550369236
工友,0.9403650550369236
结核病 ,0.9403650550369236
大学生 ,0.9403650550369236
横行 ,0.9403650550369236
霍乱,0.9403650550369236
教体局,0.9403650550369236
 内防,0.9403650550369236
输入,0.9403650550369236
 外防,0.9403650550369236
 干,0.9403650550369236
不良 ,0.9403650550369236
聚集,0.9403650550369236
室外 ,0.9403650550369236
转冷 ,0.9403650550369236
修法,0.9403650550369236
登记,0.9403650550369236
抗原,0.9403650550369236
暴发期,0.9403650550369236
 易感,0.9403650550369236
死亡率,0.9403650550369236
注射 ,0.9403650550369236
疫苗者,0.9403650550369236
监狱,0.9403650550369236
监区,0.9403650550369236
防治罪,0.9403650550369236
冠 ,0.9403650550369236
 疾病,0.9403650550369236
思维加,0.9403650550369236
忧患,0.9403650550369236
基石,0.9403650550369236
流通 ,0.9403650550369236
存活 ,0.9403650550369236
信任,0.9403650550369236
CDC,0.9403650550369236
 CDC ,0.9403650550369236
Walensky ,0.9403650550369236
博士 ,0.9403650550369236
监制,0.9403650550369236
编审丨,0.9403650550369236
毒品,0.9403650550369236
副结核病,0.9403650550369236
产气荚膜梭菌,0.9403650550369236
鼻气管炎 ,0.9403650550369236
脑病,0.9403650550369236
 牛海绵状,0.9403650550369236
   1  ,0.9403650550369236
寄生虫,0.9403650550369236
  动物,0.9403650550369236
传染病 ,0.9403650550369235
流感,0.9403650550369235
疟疾,0.9403650550369235
艾滋病,0.9403650550369235
病原体,0.9403650550369235
腹泻,0.9403650550369235
发病数,0.9403650550369235
肝炎,0.9403650550369235
手足口病,0.9403650550369235
天花,0.9403650550369235
水痘,0.9403650550369235
症状,0.9403650550369235
麻疹,0.9403650550369235
感染者,0.9403650550369235
发热 ,0.9403650550369235
腮腺炎,0.9403650550369235
 水痘 ,0.9403650550369235
血防,0.9403650550369235
荨麻疹,0.9403650550369235
结核病,0.9403650550369235
疱疹,0.9403650550369235
刑法,0.9403650550369235
飞沫,0.9403650550369235
 牛,0.9403650550369235
寨卡,0.9403650550369235
临床,0.9403650550369235
斑丘疹,0.9403650550369235
检疫法,0.9403650550369235
国境,0.9403650550369235
区分,0.9403650550369235
乙类,0.9403650550369235
杀手,0.9403650550369235
条款,0.9403650550369235
 流感,0.9403650550369235
咳嗽,0.9403650550369235
疫苗 ,0.9403650550369235
大会 ,0.9403650550369235
狂犬病,0.9403650550369235
传染源,0.9403650550369235
流行病学,0.9403650550369235
病媒,0.9403650550369235
传染病,0.9398212713442511
医学,0.9373833077887698
呼吸道,0.9353954762900005
卫健委,0.9346855364690115
神经,0.9337389500410261
疾控,0.9324137290418466
感冒,0.9318457771850555
疾病,0.9304258975430775
发病率,0.9304258975430775
鼠疫,0.9284380660443081
病毒 ,0.9284380660443081
医师,0.9254563187961544
境外,0.9254563187961544
癌症,0.9254563187961544
律师,0.9254563187961544
流行 ,0.9224745715480006
发病,0.9204867400492314
草案,0.9204867400492314
动植物,0.9204867400492314
疾病 ,0.9204867400492314
世卫,0.9204867400492314
肆虐 ,0.9204867400492314
呼吸,0.9204867400492314
肿瘤,0.9204867400492314
防治法,0.9196224654845491
法 ,0.9165110770516929
感染,0.9148072214813193
校园,0.9105475825553853
隔离 ,0.9105475825553851
海量,0.9105475825553851
  1,0.9105475825553851
暴发,0.9105475825553851
接触,0.9105475825553851
传播 ,0.9105475825553851
修正案,0.9105475825553851
命运,0.9105475825553851
官微,0.9105475825553851
病床,0.9105475825553851
机体,0.9105475825553851
日期,0.9105475825553851
习惯,0.9105475825553851
遗传,0.9105475825553851
警惕,0.9105475825553851
 04 ,0.9105475825553851
序列,0.9105475825553851
健康,0.9098541529627914
病毒,0.9082539308260361
儿童,0.9068203984951929
肺炎,0.9062879436294512
预防 ,0.9045840880590775
工程院,0.9030932144350008
健康 ,0.9006084250615392
必要,0.9006084250615392
科技部,0.9006084250615392
接种,0.8977686657775832
徒刑,0.8956388463146162
病,0.8956388463146162
流行,0.8956388463146162
传播,0.8949289064936271
疫情 ,0.8926570990664624
罪,0.8906692675676932
院士,0.8861514687068539
病例,0.8853174135325452
疫苗,0.8838687913876931
冠,0.880730110073847
猫,0.8807301100738469
解读,0.8807301100738469
例子,0.8807301100738469
病菌,0.8807301100738469
动态 ,0.8807301100738469
公布,0.8807301100738469
电影 ,0.8807301100738469
投入,0.8807301100738469
病房,0.8807301100738469
校,0.8807301100738469
简介 ,0.8807301100738469
评审,0.8807301100738469
管控 ,0.8807301100738469
保护法,0.8807301100738469
法制,0.8807301100738469
见效,0.8807301100738469
常态化,0.8807301100738469
屠杀,0.8807301100738469
不足,0.8807301100738469
可能 ,0.8807301100738469
副会长,0.8807301100738469
文明 ,0.8807301100738469
高发期,0.8807301100738469
阴影,0.8807301100738469
历史学家,0.8807301100738469
色,0.8807301100738469
溯源,0.8807301100738469
甲 ,0.8807301100738469
丙类,0.8807301100738469
分享,0.8807301100738469
平稳,0.8807301100738469
称号,0.8807301100738469
编号,0.8807301100738469
通告,0.8807301100738469
 肺,0.8807301100738469
邮件,0.8807301100738469
通风 ,0.8807301100738469
  三 ,0.8807301100738469
综合征,0.8807301100738469
赛区,0.8807301100738469
卫生局,0.8807301100738469
夫人,0.8807301100738469
帝国,0.8807301100738469
他国,0.8807301100738469
借鉴,0.8807301100738469
命令 ,0.8807301100738469
命令,0.8807301100738469
规定 ,0.8807301100738469
编者,0.8807301100738469
 对,0.8807301100738469
密度,0.8807301100738469
门 ,0.8807301100738469
非典,0.8807301100738469
防 ,0.8807301100738469
依据,0.8807301100738469
大事 ,0.8807301100738469
佳作,0.8807301100738469
能力 ,0.8807301100738469
省 ,0.8807301100738469
视野,0.8807301100738469
现实 ,0.8807301100738469
人人,0.8807301100738469
居家,0.8807301100738469
辩护,0.8807301100738469
错误,0.8807301100738469
性,0.8807301100738469
解释,0.8807301100738469
术语,0.8807301100738469
封锁,0.8807301100738469
喜讯,0.8807301100738469
肺,0.8807301100738469
传言,0.8807301100738469
同学,0.8807301100738469
景色,0.8807301100738469
本 ,0.8807301100738469
春 ,0.8807301100738469
有效性,0.8807301100738469
生效,0.8807301100738469
手 ,0.8807301100738469
高中,0.8807301100738469
幻影,0.8807301100738469
港口 ,0.8807301100738469
制定,0.8807301100738469
修正 ,0.8807301100738469
规制,0.8807301100738469
规则,0.8807301100738469
制品,0.8807301100738469
微信号 ,0.8807301100738469
区融,0.8807301100738469
 其,0.8807301100738469
支气管,0.8807301100738469
校 ,0.8807301100738469
走访,0.8807301100738469
层次,0.8807301100738469
薪酬,0.8807301100738469
成就,0.8807301100738469
寒冷,0.8807301100738469
辈子,0.8807301100738469
问答,0.8807301100738469
制造商,0.8807301100738469
教导员,0.8807301100738469
 门窗,0.8807301100738469
白血病,0.8807301100738469
防疫,0.8722108322219789
救治,0.8722108322219789
卫生,0.8713140661323087
人群,0.8688031210812318
医疗,0.8608517950861548
生物,0.8590446755418192
患者,0.8590446755418192
控制,0.8564343917555566
家长,0.8509126375923087
情形,0.8509126375923087
周刊,0.8509126375923087
进步,0.8509126375923087
药物,0.8509126375923087
基因,0.8509126375923087
国外,0.8509126375923087
南北,0.8509126375923087
健康委,0.8466529986663747
师生,0.8427805996427984
漫画,0.8409734800984627
美国人,0.8409734800984627
纪念馆,0.8409734800984627
联邦,0.8409734800984627
冠肺炎,0.8394443789455632
预防,0.8360039013515397
防控,0.8326036632615397
人大,0.8265165237437775
疫情,0.8210951651107705
禽流感,0.8210951651107705
病 ,0.8210951651107705
医生,0.8210951651107705
法,0.8210951651107705
总工会,0.8210951651107705
医务,0.8210951651107705
专家 ,0.8210951651107705
策略,0.8210951651107705
人民网,0.8210951651107705
人体,0.8210951651107705
权利,0.8210951651107705
称,0.8210951651107705
短板 ,0.8210951651107705
饮食,0.8210951651107705
专科,0.8210951651107705
荣誉,0.8210951651107705
协同,0.8210951651107705
视频  ,0.8210951651107705
论文,0.8210951651107705
杂志,0.8210951651107705
传统,0.8210951651107705
社会 ,0.8210951651107705
1 ,0.8210951651107705
来袭,0.8210951651107705
生死,0.8210951651107705
苦 ,0.8210951651107705
冠疫苗,0.8210951651107705
医科,0.8210951651107705
立案,0.8210951651107705
路上,0.8210951651107705
体内,0.8210951651107705
观看 ,0.8210951651107705
根源,0.8210951651107705
边,0.8210951651107705
综合科,0.8210951651107705
炸药,0.8210951651107705
防护 ,0.8210951651107705
空气 ,0.8210951651107705
冷水,0.8210951651107705
冬季 ,0.8210951651107705
通风,0.8210951651107705
缓刑,0.8210951651107705
学校,0.8121499233663091
讲座,0.8012168501230783
疫病,0.7972411871255399
所长,0.7912776926292323
建议 ,0.7912776926292322
声,0.7912776926292322
食品,0.7912776926292322
揭牌,0.7912776926292322
群体,0.7912776926292322
恐怖,0.7912776926292322
国会,0.7912776926292322
总则,0.7912776926292322
法律,0.7885670133127288
总数,0.7853141981329246
案,0.7813385351353862
成员 ,0.7813385351353862
冠疫情,0.7793507036366171
途径,0.7763689563884631
医院,0.7753750406390785
身体,0.7733872091403093
 党,0.7614602201476941
常委会,0.761460220147694
立法,0.761460220147694
季节 ,0.761460220147694
青少年,0.761460220147694
罪 ,0.761460220147694
重灾区,0.761460220147694
看点,0.761460220147694
国债,0.761460220147694
观察,0.761460220147694
根本,0.761460220147694
营养,0.761460220147694
国内外,0.761460220147694
来势,0.761460220147694
海外,0.761460220147694
语言,0.761460220147694
中国 ,0.761460220147694
职务,0.761460220147694
因子,0.761460220147694
疏散 ,0.761460220147694
自媒体 ,0.761460220147694
要点,0.761460220147694
中方,0.761460220147694
X ,0.761460220147694
家族,0.761460220147694
听证会,0.761460220147694
门前,0.761460220147694
账号,0.761460220147694
陆地,0.761460220147694
同学们,0.761460220147694
 文,0.761460220147694
月 ,0.761460220147694
云,0.761460220147694
场,0.761460220147694
反弹,0.761460220147694
检测 ,0.761460220147694
高发,0.761460220147694
论坛,0.7495332311550787
季节,0.7444216644439579
完善,0.7415819051600019
规定,0.7397747856156662
被告人,0.7316427476661557
口罩,0.7316427476661557
传,0.7316427476661557
病人,0.7316427476661557
证明,0.7217035901723097
联防,0.7217035901723097
防治 ,0.7167340114253867
春季,0.7167340114253867
手段,0.7018252751846175
微生物,0.7018252751846175
时,0.7018252751846175
分类,0.7018252751846175
贸易,0.7018252751846175
  据,0.7018252751846175
斗争,0.7018252751846175
理论,0.7018252751846175
学院,0.7018252751846175
认知,0.7018252751846175
人才,0.7018252751846175
细菌,0.7018252751846175
商业,0.7018252751846175
区别,0.7018252751846175
联控,0.7018252751846175
顾问,0.7018252751846175
框架,0.7018252751846175
卫生 ,0.7018252751846175
董事长,0.7018252751846175
鉴定,0.7018252751846175
研发,0.7018252751846175
支持,0.7018252751846175
主 ,0.7018252751846175
  一 ,0.7018252751846175
门窗,0.7018252751846175
系,0.7018252751846175
鼠害,0.7018252751846175
平台 ,0.7018252751846175
年轻人,0.7018252751846175
首相,0.7018252751846175
字,0.7018252751846175
 凝冻 IV,0.7018252751846175
 凝冻 ,0.7018252751846175
日子,0.7018252751846175
外部,0.7018252751846175
题材,0.7018252751846175
上 ,0.7018252751846175
完整版,0.7018252751846175
确诊,0.7018252751846175
有效 ,0.7018252751846175
器材,0.7018252751846175
女人,0.7018252751846175
衣物,0.7018252751846175
行 ,0.7018252751846175
副主任,0.6909825579186036
 现,0.6898982861920023
防控 ,0.6869165389438484
屏障,0.6869165389438484
知识,0.684285585489595
恐慌 ,0.6819469601969254
上方,0.6819469601969254
 县,0.6819469601969254
前提,0.6819469601969254
室内,0.6819469601969254
教育,0.6794621708234638
动物,0.6794621708234638
类,0.6720078027030792
成员国,0.6720078027030792
支持 ,0.6720078027030792
古代,0.6720078027030792
APP,0.6720078027030792
官网,0.6720078027030792
直辖市,0.6620686452092331
主任 ,0.6620686452092331
林业,0.6620686452092331
病原,0.6541173192141563
创新,0.6496446983419256
主任,0.6473759776096345
行政,0.647159908968464
报告,0.6443201496845081
同时,0.642190330221541
范围 ,0.642190330221541
 人类,0.642190330221541
地下室,0.642190330221541
 外,0.642190330221541
 A区,0.642190330221541
口子,0.642190330221541
 B区,0.642190330221541
负担,0.642190330221541
贫,0.642190330221541
启动,0.642190330221541
市 ,0.642190330221541
卫健,0.642190330221541
皮肤 ,0.642190330221541
截图 ,0.642190330221541
幼儿,0.642190330221541
药品,0.642190330221541
备战 ,0.642190330221541
宿舍,0.642190330221541
凝冻 ,0.642190330221541
连线 ,0.642190330221541
覆盖,0.642190330221541
抓手,0.642190330221541
考评,0.642190330221541
绩效,0.642190330221541
