,动词,词频
53, ,157
30,喷发,112
24,发生,110
79,造成,81
34,进行,62
51,开展,60
137,会,58
11,要,56
25,发布,44
13,召开,43
9,做好,43
28,  ,42
133,说,42
287,可能,41
32,出现,36
114,报道,35
219,到,35
117,导致,32
171,引发,28
182,可以,25
121,位于,25
33,加强,24
111,落实,24
341,为主,23
128,称,23
208,影响,23
301,形成,22
17,组织,22
83,开始,20
54,进入,19
37,要求,19
513,能,19
223,表示,19
105,包括,18
19,分析,18
110,贯彻,18
123,达,18
5,应,17
55,提高,16
241,提升,15
88,简称,15
129,出,15
292,产生,15
145,发现,15
144,覆盖,15
122,喷出,15
120,显示,14
313,死亡,14
0,强化,13
423,可,13
346,印发,13
173,为,13
135,预测,13
212,获悉,13
46,保障,13
278,指出,12
214,举行,12
435,带来,12
69,坚持,12
67,部署,11
95,发,11
157,负责,11
92,出席,11
174,了解,11
131,达到,11
127,关注,11
355,看到,11
18,参加,10
138,爆发,10
2,防范,10
305,介绍,10
615,遭遇,10
4,转移,10
265,至,10
234,推进,10
172,启动,9
180,看,9
115,使,9
218,建立,9
384,认为,9
732,公布,9
426,需要,9
107,来,9
29,频发,9
366,发展,9
35,实施,9
149,来自,8
102,明确,8
140,讯,8
310,让,8
289,讲话,8
916,同意,8
118,撤离,8
668,确认,8
392,遭受,8
139,增加,8
22,安排,8
52,强调,8
572,受到,8
62,确保,8
217,应对,8
189,预计,8
195,提供,8
232,利用,7
560,超过,7
295,引起,7
614,派出,7
168,采取,7
23,掌握,7
501,得到,7
573,宣布,7
264,降低,7
306,在,7
207,查明,7
433,恢复,7
484,安置,7
317,受,7
478,入,7
57,抓,6
788,相比,6
574,处于,6
391,令,6
15,研究,6
307,知道,6
204,减轻,6
70,下发,6
68,排查,6
954,斗,6
416,用,6
717,摸清,6
246,修订,6
99,请,6
188,结合,6
279,至上,6
457,下降,6
467,成立,6
192,注意,6
495,成,6
112,主持,6
331,继续,6
509,做,6
119,拍摄,6
512,完成,6
540,需,6
206,拥有,5
290,受伤,5
175,下,5
179,分享,5
10,做到,5
196,威胁,5
16,存在,5
249,偏少,5
158,邀请,5
235,谋划,5
14,听取,5
440,应该,5
552,出来,5
26,来临,5
470,参与,5
85,制定,5
448,成为,5
47,来到,5
427,指,5
542,集中,5
966,损坏,5
641,排放,5
964,如下,5
31,起,5
453,具有,5
955,积累,5
66,重视,5
359,响应,5
61, 为,5
342,说明,5
136,表明,5
594,发挥,5
963, 现,4
245,联合,4
250, 有,4
456,突如其来,4
215,总结,4
244,夯实,4
590,避免,4
608,面临,4
767,主演,4
238,赴,4
589,面对,4
455,希望,4
323,伴随,4
449,上线,4
451,打造,4
644,来源,4
343,扫,4
315,持续,4
344,打开,4
312,经历,4
868,中断,4
671,迫使,4
365,推动,4
928,指示,4
417,开,4
915,抵御,4
450,建设,4
634,保持,4
428,称为,4
845,设置,4
628,作出,4
619,建,4
285,分布,4
444,认识,4
330,支持,4
276,发表,4
670,上升,4
1048,疏散,4
72,指导,4
202,选择,4
43,使用,4
91,发出,4
40,加大,4
94,严防,4
12,处理,4
45,组成,4
75,起来,4
73,作为,4
130,扩散,4
8,统筹,4
80,摧毁,4
125,超,4
27,能够,4
3,化解,4
108,调研,4
901,降到,3
387,过,3
389,流离失所,3
304,游玩,3
672, 据,3
917, 定于,3
527,遭到,3
665,警告,3
913,属,3
981,讨论,3
653,研发,3
524,居住,3
990,观察,3
536,诱发,3
640,塌陷,3
909,行动,3
648,陷入,3
48,检查,3
921,得知,3
918,编制,3
956,下去,3
63,预防,3
60,到来,3
150,代表,3
151,推荐,3
947,考察,3
946,相关,3
339,减少,3
953,治水,3
937,遇到,3
71,意味,3
358,失联,3
972,停止,3
609,设,3
612,发动,3
1029,会同,3
319,看看,3
617,转移 ,3
44,率,3
681,倒塌,3
547,包含,3
370,前往,3
1150,构建,3
502,释放,3
991,确定,3
1042,喷,3
755,失踪,3
252,知,3
465,领导,3
734,订购,3
462,沉降,3
736,事发,3
459,迎来,3
243,增强,3
199,吃,3
452,保护,3
855,加快,3
101,播放,3
1022,规范,3
812,证实,3
226,汇报,3
445,主办,3
106,评估,3
796,致,3
216,带领,3
255,肆虐,3
348,传达,3
713,用于,3
260,实现,3
488,提出,3
867,有,3
477,树立,3
262, 受,3
267,传递,3
479,接近,3
272,联系,3
883,核定,3
962,提示,2
1008,照亮,2
1163,发给,2
555,展开,2
957,学,2
446,承办,2
100,点击,2
526,防御,2
949,开闸,2
952,移山,2
1164,批准 ,2
489,   ,2
439,说起,2
951,特有,2
437,距离,2
434,描述,2
950,蓄洪,2
74,听,2
481,处置,2
483,突发,2
965,统计,2
531,伴有,2
475,接到,2
533,减弱,2
976,返贫,2
466,到位,2
975,克服,2
516,结束,2
77,落入,2
504,突出,2
460,担当,2
989,关闭,2
76,像,2
93,打起,2
549,带出,2
1166,偏轻,2
1165,废止,2
514,震撼,2
550,估计,2
474,简介,2
86,有利于,2
213,完善,2
948,探访,2
715,假设,2
742,工作,2
739,接受,2
735,相当于,2
733,升至,2
726,站,2
851,暴露,2
721,查看,2
712,收集,2
745,充满,2
707,下令,2
706,阻止,2
864,下达,2
697,毁坏,2
877,研判,2
882,会商,2
683,调查,2
743,治疗,2
839,融合,2
886,列举,2
822,变得,2
802, 让,2
794,降雨,2
793,掩埋,2
806,维持,2
787,冒,2
786,位,2
811,爆料,2
768,出演,2
834,地勘,2
766,领衔,2
765,杀青 ,2
828,生活,2
761,损毁,2
757,收到,2
756,从事,2
753,推测,2
885,体现,2
673,报告,2
64,演练,2
929,通知,2
922,预报 ,2
613,请求,2
611,降,2
610,分,2
923,得益于,2
603,提及,2
927,观看,2
930,建成,2
920,提要,2
934,旅游,2
56,配合,2
1,立足于,2
58,滑坡,2
587,爬,2
583,拍到,2
575,上 ,2
618,增多,2
622,考虑,2
669,离世,2
637,调动,2
895,抗击,2
662,走,2
898,激发,2
649,下起,2
908,加剧,2
39,避开,2
912,定于,2
914,获取,2
919,奠定,2
633,执行,2
42,允许,2
630,见,2
629,深入,2
627,满足,2
626,适应,2
624,耐,2
431,帮助,2
507,猜测,2
320,变成,2
268,标注,2
1071,类似于,2
269,侵犯,2
1070,宣称,2
361,调度,2
362,拟,2
1069,撞上,2
364,激励,2
143,转载,2
142,冲上,2
367,做出,2
1068,坠毁,2
1067,隶属于,2
266,出于,2
1054,记录,2
1139,顾,2
374,组建,2
377,学习,2
378,作,2
253,尽,2
383,备受,2
141,休眠,2
386,恶化,2
190,调整,2
390,如此,2
134,构成,2
197,享受,2
147,俯瞰,2
353,到达,2
351,叠加,2
270,持,2
296,冲,2
1099,散发,2
170,模拟,2
302,吸引,2
165,如,2
1094,经受,2
309,犹如,2
1151,监测,2
161,刮起,2
314,记载,2
1152,预报,2
1092,寻找,2
113,分管,2
156,举办,2
286,划定,2
328,下 ,2
284,消除,2
1104,坍塌,2
282,抓好,2
184,相信,2
335,走到,2
274,删除,2
345,配建,2
148,铺天盖地,2
349,提前,2
198,上班,2
169,发放,2
222,围绕,2
239,提醒,2
231,走进,2
236,纳入,2
230,选取,2
229,筑牢,2
220,解读,2
422,探路,2
227,放映,2
425,听到,2
411,必不可少,2
124,延伸,2
409,觉得,2
116,笼罩,2
1133,告诉,2
421, 称,2
891,控制,1
1106,管制,1
890,投保,1
1142,推翻,1
887,失控,1
889,获,1
1105,入山,1
888,创,1
1126,发致,1
810,波动,1
1180,通过,1
1181, 减轻,1
1108,遭,1
1107,遇,1
1141,蔓延,1
893,降临,1
884,寓意,1
1109,作用,1
1110,喷发 ,1
881,着眼于,1
880,现代化,1
879,予以,1
813,检验,1
878,降水,1
814,持平 ,1
815,偏多 ,1
892,住,1
836,贯通,1
809,偏高,1
1128,散布,1
1130,     订,1
803,封冻,1
911,刊发,1
910,绷紧,1
1179,付出,1
1102,监视,1
1146,变快,1
907,不容小觑,1
1131,注明,1
1145,喷向,1
804,利于,1
1103,加班,1
1132,称 ,1
805,减产,1
906,多发,1
894,苦不堪言 ,1
905,设计,1
807,缴,1
904,称之为,1
1144,切断,1
903,抚慰,1
902,送到,1
808, 自,1
900,力求,1
899,投身,1
1143,吞没,1
897,弘扬,1
896,表彰,1
816,想想,1
1127,披,1
876,打扫,1
817,足以,1
875,怎样,1
874,冲走,1
846,查清,1
1123,集聚,1
847,开放,1
848,开发,1
1135,合,1
849,穿,1
831,促进,1
850,备好,1
1117,避险 ,1
852,关心,1
853,愿,1
1116,留,1
854,投入,1
1115,担心,1
856,筹划,1
1118,建言,1
1183,偏重 ,1
832,编写,1
841,促,1
838,运用,1
835,聚焦,1
1121,说 ,1
840, 省,1
1122,拉响,1
1136,融化,1
842,把握,1
1138,跑 ,1
1137,掉头,1
843,把,1
844,建议,1
833,制作,1
1120,升起,1
1119,计划,1
1114, 留,1
830,准备,1
857,亏空 ,1
869,对不起,1
825,在于,1
824,损失,1
823,制造,1
1125,膨胀,1
821,天马行空,1
820,移开,1
870,欠,1
1182,多于,1
819,悬,1
871, 晃荡,1
872,算是,1
818,炸毁,1
873,碰,1
837,呼吁,1
1184,弄清,1
826, 勿忘,1
1113,促使,1
860,停暖,1
858,致使,1
829,讲解,1
1112,搜寻,1
1111,测到,1
1101,用以,1
1134,没,1
861,蒙受,1
866,取得,1
862,防患于未然,1
1124,收缩,1
1140,经过,1
863,波及,1
827,学会,1
865,创新,1
859,停电,1
1030,跟随,1
1100,找寻,1
1098,呼吸,1
1000,涌出,1
1159,受阻,1
1001,惊叹,1
1002, 像,1
1003,催眠,1
1004,流经,1
1005,检测,1
1055,交相辉映,1
1006,超标,1
1007,种植,1
1053,返回,1
1169,趋多,1
1052,定格,1
1009,冲高,1
1051,习以为常,1
1010,流动,1
1050,前来,1
999,感到,1
998,丧生,1
997,削去,1
1172,定位,1
984,严阵,1
985,待,1
986,专访,1
987,入汛,1
988,落满,1
1058,攀升,1
1057,展现,1
1056,变色,1
996,击中,1
1171,制约,1
992,gushing,1
1129,确,1
993,砸中,1
994,试图,1
995,逃离,1
1170,趋重,1
1168,扩大,1
1049,人畜无害,1
1011,逃出,1
1162,开采,1
1037,重现,1
1036,覆,1
1035,含,1
1160,受灾,1
1034,堆满,1
1033,堆积,1
1032,退 ,1
1023,决定,1
1021,牵头,1
1024,指挥,1
1025,担任,1
1031,抵达,1
1026,挂牌,1
1027,落实习,1
1161,评价,1
1028,赶往,1
1038,鲜为人知,1
1039,沉降 ,1
800,登陆,1
1046,气化,1
1047,灰往,1
1012,想,1
1013,冲开,1
1014,冲破,1
1167,埋 ,1
1015,骤增,1
1016,不一,1
1045,加热,1
1020,函复,1
1044,举,1
1017,抗灾,1
1018,夺,1
1043,盘点,1
1019,导向,1
1041,加重,1
1040,压垮,1
983,维护,1
982,清醒,1
1059,变暖,1
1083,等到,1
1084,分裂,1
1176,容,1
1154,诞生,1
1155,注定,1
931,打通,1
932,服务,1
933,出去,1
1082,解体,1
925, 致,1
1081,探索,1
935,有所,1
936,外出,1
1175, 以,1
1080,意外,1
1079,幸存,1
938,对待,1
926,观摩,1
924,约合,1
940,阐述,1
1093,给出,1
1178,赞同,1
1097,喜欢,1
1096, 融,1
1147,出台,1
1095,美不胜收,1
1148,补助,1
1149,呈,1
1153,息息相关,1
1085,分隔,1
1091,试试,1
1090,找,1
1089,传说,1
1088,冲入,1
1087,分开,1
1086,开来 ,1
1177,低估,1
939,管,1
1078,联想,1
1060,历时,1
974, 习,1
969,应对 ,1
970,全力以赴,1
1066,看 ,1
971,抢险,1
1173, 由,1
1065,叫,1
973,护理,1
1064,欣欣向荣,1
967,感染,1
1063,造就,1
1062,誉为,1
977,致贫,1
978, 请,1
979,回答,1
980,采访,1
1061,观赏,1
968,污染,1
961,相处 ,1
941,派员,1
1076,含有,1
942,出资,1
943,购买,1
944,给予,1
945, 至,1
1077,使得,1
1156,共存,1
1157,好,1
1075,流入,1
960,顺应,1
1074,观测,1
1073,有望,1
1174, 旨,1
1072,寻求,1
958,愚公移山,1
1158,防灾,1
959,尊重,1
801,偏多  ,1
593, 接,1
799,摄 ,1
505,抑制,1
373,分成,1
375,消,1
376, 对,1
379,上,1
380,回溯,1
381,致力于,1
382,飘落,1
385,变冷,1
388,夷为,1
393,得,1
394,承受,1
395,惊心动魄,1
396,相传,1
397, 扰,1
398,惊恐不安 ,1
399,前去,1
400,眼看,1
401,吃掉,1
402,发光,1
403,落到,1
404,截取,1
372,办,1
371,搬迁点,1
369,督导,1
337,得 ,1
324,流出 ,1
325,燃烧,1
326,殆尽,1
327,倾泻,1
329,而,1
332,读懂,1
333,感觉,1
334,预言,1
336, 天得 ,1
338, 神得,1
368,搬迁,1
340,提早,1
347,下称,1
350,加之,1
352,承认,1
354,出面,1
356,认定,1
357,收场,1
360,赶赴,1
363,表扬,1
405,下来,1
406,带上,1
407,感受,1
487,来源于,1
469,充,1
471,针对,1
472,面授,1
473,改编自,1
476,报警,1
480,偏,1
482,得当 ,1
485,透露,1
486,改造,1
490,变暖  ,1
464,巡查,1
491,遏制,1
492,注入,1
493,转化,1
494,冷却,1
496,得名,1
497,制成,1
498, 位于,1
499,达为,1
500,积聚,1
468,邀,1
463,临近,1
408,身临其境,1
429,持有,1
410,识别,1
412,拉升,1
413,操作,1
414,行进,1
415,试,1
418,试探,1
419,抛压,1
420,下跌,1
424,进,1
430,违背,1
461,预警,1
432,撞击,1
436,杀死,1
438,冒出,1
441,接近于,1
442,收听,1
443,收看,1
447,引领,1
454,共享,1
458,为什么,1
322,带有,1
321,应有尽有,1
318,售卖,1
162,坠入,1
126,调用,1
132,补充,1
146,反映,1
152,现,1
153,披露,1
154,阻挡,1
155,言 ,1
159,藏,1
160,守护,1
163,停 ,1
104,涵盖,1
164, 清,1
166,伤亡,1
167,有关,1
176,崩解,1
177,搜,1
178,感,1
181,入股,1
183,串通,1
185,投资,1
109,参,1
103,参会,1
187,生产,1
59,为期,1
6,转尽转 ,1
7,落,1
20,启用,1
21,设立,1
36,遵循,1
38,必须,1
41,避险,1
49,率队,1
50,履行,1
65,集结,1
98,盯紧,1
78,装满,1
81,夺走,1
82,反对,1
84,放置,1
87,公告,1
89,审查,1
90,批准,1
96,发期,1
97,万无一失,1
186,合作,1
191,播种,1
316,清理,1
288,值得,1
261,安装,1
263,预知,1
271,证明,1
273,更正,1
275,谢谢,1
277, 砰,1
280,用心,1
281,用情,1
283,堵点,1
291,混,1
258,食,1
293,蒸发,1
294,援引,1
297,惊醒,1
298,开车,1
299,奔,1
300,合影,1
303,留下,1
308,呼呼,1
311,害怕,1
259,入网,1
257,易,1
193,点,1
224,欢迎,1
194,上传,1
200, 等,1
201,放松,1
203,去,1
205,适合,1
209,推演,1
210,供图,1
211, 发,1
221,与会,1
225,感谢,1
256,存 ,1
228,丰富,1
233,扛起,1
237,陪同,1
240,下载,1
242,识灾,1
247,倾听,1
248,宣读,1
251,爱,1
254,盛行,1
503,减小,1
506,安 ,1
798,距,1
508,当,1
696,不以为然,1
698,刷到,1
699,气愤,1
700,发泄,1
701,气大伤身 ,1
702,沉没,1
703,讲述,1
704,中标,1
705,执,1
708,炸开,1
709,背井离乡 ,1
710,死于,1
711,架设,1
714,用来,1
716,预期,1
718,崩塌,1
719,睡觉,1
720,活埋,1
722,席卷,1
723,冲翻,1
724,    点,1
695,表现,1
694,加密,1
693,上报,1
679,防止,1
663,发文,1
664,暂停,1
666,驻,1
667,遵从,1
674,航拍,1
675,失踪 ,1
676,逃离 ,1
677,戴上,1
678,护住,1
680,砸伤,1
692,竭尽,1
682,犯,1
684,审视,1
685,互动,1
686,探讨,1
687,袭 ,1
688, 怪,1
689,谷雨,1
690,温暖如春,1
691,发 ,1
725,活动,1
727,协调,1
728,传来,1
781,量 ,1
772,开机,1
773,占领,1
774,值爆,1
775,丰收,1
776,通报,1
777,过境,1
778,圈定,1
779,杜绝,1
780,打好,1
782,见于,1
770,天崩地裂,1
783,蔽,1
784,相食,1
785,不胜枚举,1
789,熟知,1
790,忽视,1
791,俗称,1
792,触发,1
795,失,1
797,惊悉,1
771,献映,1
769,呈现,1
729,摆放,1
748,哀嚎,1
730,悼念,1
731,找到,1
737,观光,1
738,遇难,1
740,综合,1
741,夜以继日,1
744,烧伤,1
746,忘记,1
747,救上,1
749,剥落,1
764,估量,1
750,灼伤,1
751,漂浮,1
752,过来,1
754,出院,1
758,关停,1
759,接收,1
760,倾倒,1
762,花,1
763,重建,1
661,出行,1
660,飘散,1
659, 迫在眉睫,1
561,报,1
546, 见,1
548,保存,1
551,带,1
553, 喷,1
554,设为,1
556,阅读,1
557,坐落,1
558,飞向,1
559,飞,1
562,收藏,1
544,说道,1
563,企图,1
564,凝固,1
565,包裹,1
566,过去,1
567,骑,1
568,赏,1
569,打,1
570,修有,1
571,欣赏,1
545,指引,1
543,警觉,1
577,分为,1
523,耕作,1
510,书写,1
511,修缮,1
515,遥想,1
517,想象,1
518,等待,1
519,摄影,1
520,烧,1
521,渲染,1
522,返,1
525,宣告,1
541,抓住,1
528,创下,1
529,相伴,1
530, 谨防,1
532,东移,1
534,标志,1
535,拉开,1
537,销售,1
538,方便,1
539,购票,1
576,想到,1
578, 在,1
658,调升,1
643,重于,1
623,立地,1
625,抗,1
631,严惩,1
632,延缓,1
635,没有,1
636,发频,1
638, 防范,1
639,加入,1
642,预估,1
645,造福,1
620,修路,1
646,建造,1
647,层出不穷 ,1
650,回升,1
651,转,1
652,应急,1
654,科学化,1
655, 合理化,1
656,经济化,1
657,亟须,1
621,喷播,1
616,打印,1
579,扔进,1
595,倒,1
580,诱导,1
581,敢,1
582,干,1
584,爆炸,1
585,腾空,1
586,扔成,1
588,普降,1
591,受访,1
592,跑,1
596,逢,1
607,分裂 ,1
597,闭眼,1
598, 流泪,1
599,挖,1
600,坐像,1
601,刻有,1
602,剜 ,1
604,改变,1
605,给,1
606,喘息,1
1185, 打开,1
